model,repeat,case_id,task_class,tier,condition,condition_label,instruction,expected_command,raw_response,normalized_command,parsed_kind,parsed_value,valid,action_family_correct,parameter_correct,command_correct,executable_correct,diagnostic_command,diagnostic_method,diagnostic_command_correct,failure_class,latency_ms,error
qwen3:4b-instruct-2507-q4_K_M,0,d4-priority-health-a,decision_complexity,D4,es_rioplatense,Rioplatense Spanish,"Aplicá esta política en orden: si tenés menos de 10 puntos de salud, levantá el escudo. Si no, si el rival tiene el escudo levantado, avanzá. En cualquier otro caso, dispará.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,232.877,
qwen3:4b-instruct-2507-q4_K_M,0,d3-conjunction-c,decision_complexity,D3,es_rioplatense,Rioplatense Spanish,"Si tenés menos de 15 puntos de salud y el escudo está bajo, levantá el escudo; si no, dispará.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,334.616,
qwen3:4b-instruct-2507-q4_K_M,0,d3-conjunction-c,decision_complexity,D3,es_standard,standardised Spanish,"Si tienes menos de 15 puntos de salud y el escudo está bajo, levanta el escudo; si no, dispara.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,253.833,
qwen3:4b-instruct-2507-q4_K_M,0,d3-conjunction-c,decision_complexity,D3,en,English,"If your health is below 15 and your shield is down, raise the shield; otherwise fire.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,175.537,
qwen3:4b-instruct-2507-q4_K_M,0,d1-shield-b,decision_complexity,D1,en,English,"If your shield is raised, lower it; otherwise fire.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,321.998,
qwen3:4b-instruct-2507-q4_K_M,0,d1-shield-b,decision_complexity,D1,es_standard,standardised Spanish,"Si tienes el escudo levantado, bájalo; si no, dispara.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,170.455,
qwen3:4b-instruct-2507-q4_K_M,0,d1-shield-b,decision_complexity,D1,es_rioplatense,Rioplatense Spanish,"Si tenés el escudo levantado, bajalo; si no, dispará.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,189.633,
qwen3:4b-instruct-2507-q4_K_M,0,d1-health-d,decision_complexity,D1,en,English,"If your health is below 15, raise the shield; otherwise move forward.",M,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,323.71,
qwen3:4b-instruct-2507-q4_K_M,0,d1-health-d,decision_complexity,D1,es_standard,standardised Spanish,"Si tienes menos de 15 puntos de salud, levanta el escudo; si no, avanza.",M,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,166.49,
qwen3:4b-instruct-2507-q4_K_M,0,d1-health-d,decision_complexity,D1,es_rioplatense,Rioplatense Spanish,"Si tenés menos de 15 puntos de salud, levantá el escudo; si no, avanzá.",M,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,170.668,
qwen3:4b-instruct-2507-q4_K_M,0,d3-xor-shields-b,decision_complexity,D3,es_standard,standardised Spanish,"Si exactamente uno de los dos escudos está levantado, avanza; si no, dispara.",M,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,321.29,
qwen3:4b-instruct-2507-q4_K_M,0,d3-xor-shields-b,decision_complexity,D3,es_rioplatense,Rioplatense Spanish,"Si exactamente uno de los dos escudos está levantado, avanzá; si no, dispará.",M,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,202.165,
qwen3:4b-instruct-2507-q4_K_M,0,d3-xor-shields-b,decision_complexity,D3,en,English,"If exactly one of the two shields is raised, move forward; otherwise fire.",M,M,M,move,,True,True,,True,True,M,strict,True,correct,141.759,
qwen3:4b-instruct-2507-q4_K_M,0,d5-x-distance-c,decision_complexity,D5,es_rioplatense,Rioplatense Spanish,"Calculá la distancia horizontal entre tu coordenada x y la coordenada x del rival. Si es de al menos 0.4, avanzá 0.1; si no, girá 90 grados en sentido horario.",M0.1,M1,M1.0,move,1.0,True,True,False,False,False,M1.0,strict,False,action_error,312.076,
qwen3:4b-instruct-2507-q4_K_M,0,d5-x-distance-c,decision_complexity,D5,en,English,"Compute the horizontal distance between your x coordinate and the opponent's x coordinate. If it is at least 0.4, move forward 0.1; otherwise turn clockwise 90 degrees.",M0.1,M0.1,M0.1,move,0.1,True,True,True,True,True,M0.1,strict,True,correct,286.034,
qwen3:4b-instruct-2507-q4_K_M,0,d5-x-distance-c,decision_complexity,D5,es_standard,standardised Spanish,"Calcula la distancia horizontal entre tu coordenada x y la coordenada x del rival. Si es de al menos 0.4, avanza 0.1; si no, gira 90 grados en sentido horario.",M0.1,M1,M1.0,move,1.0,True,True,False,False,False,M1.0,strict,False,action_error,216.351,
qwen3:4b-instruct-2507-q4_K_M,0,d5-health-difference-c,decision_complexity,D5,es_rioplatense,Rioplatense Spanish,"Si tenés al menos 10 puntos de salud más que el rival, dispará; si no, levantá el escudo.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,316.319,
qwen3:4b-instruct-2507-q4_K_M,0,d5-health-difference-c,decision_complexity,D5,es_standard,standardised Spanish,"Si tienes al menos 10 puntos de salud más que el rival, dispara; si no, levanta el escudo.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,175.076,
qwen3:4b-instruct-2507-q4_K_M,0,d5-health-difference-c,decision_complexity,D5,en,English,"If your health is at least 10 points higher than the opponent's health, fire; otherwise raise the shield.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,166.911,
qwen3:4b-instruct-2507-q4_K_M,0,d6-priority-composite-d,decision_complexity,D6,en,English,"Apply these rules in order. First, if your shield is raised, lower it. Otherwise, if the opponent has 10 health or less, fire. Otherwise, if your health is less than or equal to the opponent's health, raise the shield. Otherwise, move forward 0.1.",M0.1,S1,S1,shield_set,1.0,True,False,False,False,False,S1,strict,False,action_error,389.416,
qwen3:4b-instruct-2507-q4_K_M,0,d6-priority-composite-d,decision_complexity,D6,es_standard,standardised Spanish,"Aplica estas reglas en orden. Primero, si tienes el escudo levantado, bájalo. Si no, si el rival tiene 10 puntos de salud o menos, dispara. Si no, si tu salud es menor o igual que la del rival, levanta el escudo. En cualquier otro caso, avanza 0.1.",M0.1,S0,S0,shield_set,0.0,True,False,False,False,False,S0,strict,False,action_error,280.33,
qwen3:4b-instruct-2507-q4_K_M,0,d6-priority-composite-d,decision_complexity,D6,es_rioplatense,Rioplatense Spanish,"Aplicá estas reglas en orden. Primero, si tenés el escudo levantado, bajalo. Si no, si el rival tiene 10 puntos de salud o menos, dispará. Si no, si tu salud es menor o igual que la del rival, levantá el escudo. En cualquier otro caso, avanzá 0.1.",M0.1,S0,S0,shield_set,0.0,True,False,False,False,False,S0,strict,False,action_error,281.012,
qwen3:4b-instruct-2507-q4_K_M,0,d2-health-compare-d,decision_complexity,D2,es_standard,standardised Spanish,"Si tienes menos salud que el rival, levanta el escudo; si no, dispara.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,363.659,
qwen3:4b-instruct-2507-q4_K_M,0,d2-health-compare-d,decision_complexity,D2,en,English,"If your health is lower than the opponent's health, raise the shield; otherwise fire.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,177.238,
qwen3:4b-instruct-2507-q4_K_M,0,d2-health-compare-d,decision_complexity,D2,es_rioplatense,Rioplatense Spanish,"Si tenés menos salud que el rival, levantá el escudo; si no, dispará.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,187.217,
qwen3:4b-instruct-2507-q4_K_M,0,d3-conjunction-a,decision_complexity,D3,es_standard,standardised Spanish,"Si tienes menos de 15 puntos de salud y el escudo está bajo, levanta el escudo; si no, dispara.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,344.648,
qwen3:4b-instruct-2507-q4_K_M,0,d3-conjunction-a,decision_complexity,D3,en,English,"If your health is below 15 and your shield is down, raise the shield; otherwise fire.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,186.393,
qwen3:4b-instruct-2507-q4_K_M,0,d3-conjunction-a,decision_complexity,D3,es_rioplatense,Rioplatense Spanish,"Si tenés menos de 15 puntos de salud y el escudo está bajo, levantá el escudo; si no, dispará.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,224.948,
qwen3:4b-instruct-2507-q4_K_M,0,d6-distance-composite-d,decision_complexity,D6,en,English,"First compute the horizontal distance between you and the opponent. If the distance is at least 0.4: if your health is lower than the opponent's, raise the shield; otherwise move forward 0.1. If the distance is below 0.4: if the opponent's shield is down, fire; otherwise turn counterclockwise 90 degrees.",A90.0,M0.1,M0.1,move,0.1,True,False,False,False,False,M0.1,strict,False,action_error,509.119,
qwen3:4b-instruct-2507-q4_K_M,0,d6-distance-composite-d,decision_complexity,D6,es_standard,standardised Spanish,"Primero calcula la distancia horizontal entre tú y el rival. Si la distancia es de al menos 0.4: si tienes menos salud que el rival, levanta el escudo; si no, avanza 0.1. Si la distancia es menor que 0.4: si el rival tiene el escudo bajo, dispara; si no, gira 90 grados en sentido antihorario.",A90.0,M0.1,M0.1,move,0.1,True,False,False,False,False,M0.1,strict,False,action_error,335.861,
qwen3:4b-instruct-2507-q4_K_M,0,d6-distance-composite-d,decision_complexity,D6,es_rioplatense,Rioplatense Spanish,"Primero calculá la distancia horizontal entre vos y el rival. Si la distancia es de al menos 0.4: si tenés menos salud que el rival, levantá el escudo; si no, avanzá 0.1. Si la distancia es menor que 0.4: si el rival tiene el escudo bajo, dispará; si no, girá 90 grados en sentido antihorario.",A90.0,M0.1,M0.1,move,0.1,True,False,False,False,False,M0.1,strict,False,action_error,335.881,
qwen3:4b-instruct-2507-q4_K_M,0,d4-priority-shield-b,decision_complexity,D4,es_rioplatense,Rioplatense Spanish,"Aplicá esta política en orden: si tenés el escudo levantado, bajalo. Si no, si el rival tiene menos de 10 puntos de salud, dispará. En cualquier otro caso, levantá el escudo.",B,S0,S0,shield_set,0.0,True,False,,False,False,S0,strict,False,action_error,445.198,
qwen3:4b-instruct-2507-q4_K_M,0,d4-priority-shield-b,decision_complexity,D4,es_standard,standardised Spanish,"Aplica esta política en orden: si tienes el escudo levantado, bájalo. Si no, si el rival tiene menos de 10 puntos de salud, dispara. En cualquier otro caso, levanta el escudo.",B,S0,S0,shield_set,0.0,True,False,,False,False,S0,strict,False,action_error,237.081,
qwen3:4b-instruct-2507-q4_K_M,0,d4-priority-shield-b,decision_complexity,D4,en,English,"Use this policy in order: if your shield is raised, lower it. Otherwise, if the opponent has less than 10 health, fire. Otherwise, raise your shield.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,232.405,
qwen3:4b-instruct-2507-q4_K_M,0,d1-shield-c,decision_complexity,D1,es_standard,standardised Spanish,"Si tienes el escudo levantado, bájalo; si no, dispara.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,337.264,
qwen3:4b-instruct-2507-q4_K_M,0,d1-shield-c,decision_complexity,D1,en,English,"If your shield is raised, lower it; otherwise fire.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,179.445,
qwen3:4b-instruct-2507-q4_K_M,0,d1-shield-c,decision_complexity,D1,es_rioplatense,Rioplatense Spanish,"Si tenés el escudo levantado, bajalo; si no, dispará.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,177.973,
qwen3:4b-instruct-2507-q4_K_M,0,d4-priority-shield-a,decision_complexity,D4,en,English,"Use this policy in order: if your shield is raised, lower it. Otherwise, if the opponent has less than 10 health, fire. Otherwise, raise your shield.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,336.218,
qwen3:4b-instruct-2507-q4_K_M,0,d4-priority-shield-a,decision_complexity,D4,es_rioplatense,Rioplatense Spanish,"Aplicá esta política en orden: si tenés el escudo levantado, bajalo. Si no, si el rival tiene menos de 10 puntos de salud, dispará. En cualquier otro caso, levantá el escudo.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,224.331,
qwen3:4b-instruct-2507-q4_K_M,0,d4-priority-shield-a,decision_complexity,D4,es_standard,standardised Spanish,"Aplica esta política en orden: si tienes el escudo levantado, bájalo. Si no, si el rival tiene menos de 10 puntos de salud, dispara. En cualquier otro caso, levanta el escudo.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,223.37,
qwen3:4b-instruct-2507-q4_K_M,0,d5-health-difference-a,decision_complexity,D5,es_rioplatense,Rioplatense Spanish,"Si tenés al menos 10 puntos de salud más que el rival, dispará; si no, levantá el escudo.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,345.83,
qwen3:4b-instruct-2507-q4_K_M,0,d5-health-difference-a,decision_complexity,D5,en,English,"If your health is at least 10 points higher than the opponent's health, fire; otherwise raise the shield.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,170.707,
qwen3:4b-instruct-2507-q4_K_M,0,d5-health-difference-a,decision_complexity,D5,es_standard,standardised Spanish,"Si tienes al menos 10 puntos de salud más que el rival, dispara; si no, levanta el escudo.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,163.404,
qwen3:4b-instruct-2507-q4_K_M,0,d1-shield-a,decision_complexity,D1,es_rioplatense,Rioplatense Spanish,"Si tenés el escudo levantado, bajalo; si no, dispará.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,329.694,
qwen3:4b-instruct-2507-q4_K_M,0,d1-shield-a,decision_complexity,D1,es_standard,standardised Spanish,"Si tienes el escudo levantado, bájalo; si no, dispara.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,172.03,
qwen3:4b-instruct-2507-q4_K_M,0,d1-shield-a,decision_complexity,D1,en,English,"If your shield is raised, lower it; otherwise fire.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,176.286,
qwen3:4b-instruct-2507-q4_K_M,0,d4-priority-shield-c,decision_complexity,D4,es_rioplatense,Rioplatense Spanish,"Aplicá esta política en orden: si tenés el escudo levantado, bajalo. Si no, si el rival tiene menos de 10 puntos de salud, dispará. En cualquier otro caso, levantá el escudo.",S1,S0,S0,shield_set,0.0,True,True,False,False,False,S0,strict,False,action_error,390.751,
qwen3:4b-instruct-2507-q4_K_M,0,d4-priority-shield-c,decision_complexity,D4,en,English,"Use this policy in order: if your shield is raised, lower it. Otherwise, if the opponent has less than 10 health, fire. Otherwise, raise your shield.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,220.963,
qwen3:4b-instruct-2507-q4_K_M,0,d4-priority-shield-c,decision_complexity,D4,es_standard,standardised Spanish,"Aplica esta política en orden: si tienes el escudo levantado, bájalo. Si no, si el rival tiene menos de 10 puntos de salud, dispara. En cualquier otro caso, levanta el escudo.",S1,S0,S0,shield_set,0.0,True,True,False,False,False,S0,strict,False,action_error,221.09,
qwen3:4b-instruct-2507-q4_K_M,0,d2-x-compare-d,decision_complexity,D2,es_standard,standardised Spanish,"Si tu coordenada x es mayor que la del rival, gira 90 grados en sentido antihorario; si no, gira 90 grados en sentido horario.",A90.0,A90,A90.0,rotate_ccw,90.0,True,True,True,True,True,A90.0,strict,True,correct,350.941,
qwen3:4b-instruct-2507-q4_K_M,0,d2-x-compare-d,decision_complexity,D2,en,English,"If your x coordinate is greater than the opponent's x coordinate, turn counterclockwise 90 degrees; otherwise turn clockwise 90 degrees.",A90.0,A90,A90.0,rotate_ccw,90.0,True,True,True,True,True,A90.0,strict,True,correct,255.847,
qwen3:4b-instruct-2507-q4_K_M,0,d2-x-compare-d,decision_complexity,D2,es_rioplatense,Rioplatense Spanish,"Si tu coordenada x es mayor que la del rival, girá 90 grados en sentido antihorario; si no, girá 90 grados en sentido horario.",A90.0,A90,A90.0,rotate_ccw,90.0,True,True,True,True,True,A90.0,strict,True,correct,257.746,
qwen3:4b-instruct-2507-q4_K_M,0,d5-x-distance-d,decision_complexity,D5,es_rioplatense,Rioplatense Spanish,"Calculá la distancia horizontal entre tu coordenada x y la coordenada x del rival. Si es de al menos 0.4, avanzá 0.1; si no, girá 90 grados en sentido horario.",C90.0,M1,M1.0,move,1.0,True,False,False,False,False,M1.0,strict,False,action_error,349.806,
